StudyID,Study,Condition,Durationinseconds,worker,Q93,teacher_thoughts,metaphor_think,transfer,holdattention,communicate,present,challenge,motivate,participate,question,conversation,stimulate,answer,knowadvance,expectations,rules,knowledgeable,respect,prepared,confident,posenviron,care,feedback,gettoknow,needs,understanding,available,listen,personable,community,knowotherstudents,support,teamwork,discussion,debate,creative,goal,effort,influence,adapt,experts,authority,intelligent,abstract,knowtalkabout,ATTCHK4,metaphorother,teacresponsibility,studresponsibility,tvs,influence_learn,influence_develop,favorite_metaphor,favorite_metaphor_8_TEXT,Metaphor_justify,gender,attentioncheck,race,race_7_TEXT,college,Collegelongago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_A,f2_nurterer,f3_authority,f1_communitybuilder,f4_engagingcommunicator,f5_stimulator
335,2,sculptor,671,A7OF1OCWVIPNO,1,I think about a middle aged man that tries to crack jokes that are just weird. They are generally knowledgeable about their topic but boring.,A teacher is like a sculptor because how they teach influences how the student(clay) develops as a learner,5,5,5,6,6,5,5,4,5,5,6,6,5,5,7,6,6,4,5,5,4,5,5,4,4,6,4,5,5,5,5,5,5,4,5,5,5,4,6,5,6,5,5,4,no,100,37,1,100,43,4,NA,Because students are almost as if theyre exploring new territory and the teacher acts as  tour guide as they provide students with information and guidance into these new areas.,1,3,1,NA,1,4,5,1,I taught as a substitute for second grade a couple years ago,22,2,NA,48,no,no,-0.197100851,0.074591329,0.299330429,-0.460910314,0.075458635
336,2,sculptor,397,AZVB7DIC5CANZ,1,It depends. It can be a hardworking person or someone who did the job because they had no other choice.,A teacher is someone who molds a student. It can be good qualities or bad ones. It's how they respond.,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,7,7,3,"No, they all sound good.",100,100,1,100,100,1,NA,It just speaks to me. I've had teachers who really tried and helped me along the way. Those were the ones who molded me to become the person I am.,2,2,6,NA,2,NA,4,2,NA,24,1,NA,8,No It was good.,NA,1.609782027,-0.524694325,1.282562466,1.533907259,0.303555847
337,2,sculptor,814,AIST88QZBANP3,1,I think a college teacher as someone with extreme intelligence. Someone who possesses an elite sense of professionalism.,"A teacher is very skilled at molding students with intelligent lectures. Just like a sculptor starts with simple clay from the dirt. Through time, dedication, and hard work, the clay soon becomes a masterpiece. .",7,7,6,7,7,7,6,7,7,6,7,7,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,No,98,99,1,98,96,2,NA,"When I went to college the teacher taught us which is a reference to watering us with knowlede and they also gave us the resources to succeed and grow into intelligent successful young adults in our fields. They had all the tools, and we grew within their care.",2,3,2,NA,1,1,5,2,NA,28,1,NA,29,No,Thank You,1.32341841,0.960504312,1.444465846,1.102985923,1.258557005
338,2,sculptor,427,A2NI2AL3TOPOP0,1,"Educated, they usually have a masters or a doctoral degree. Leaders in their field as far as research and technology.",A teacher sculpts students minds with information and knowledge like a sculptor does with clay. They shape the way students think.,6,6,5,6,5,5,5,4,4,6,5,5,4,4,7,6,6,5,5,4,6,6,5,3,6,6,5,5,3,6,4,6,5,6,6,6,5,5,4,4,7,6,6,4,NA,80,60,2,85,60,4,NA,"It puts more responsibility on the student. In my experience in college, teachers provide you with a lot of information but the student is responsible for real learning and researching.",1,3,1,NA,2,NA,3,2,NA,19,1,NA,20,No,NA,0.02041299,-0.194035859,0.046196782,0.03665842,0.262159554
339,2,sculptor,471,AMDX0UNZS4A1G,1,"Someone who is a guide to a specific subject, a mentor who helps us understand and grasp the concepts.",A teacher shapes the student by giving them guidance in relation to the subject that they are learning.,7,5,4,6,4,5,6,3,7,7,5,6,5,4,7,5,5,5,4,5,6,5,4,4,7,4,3,4,3,4,4,4,5,6,7,6,7,6,7,5,7,4,7,4,Teachers show students how to think about concepts.,100,29,1,100,100,4,NA,"The teacher can explain concepts and teach the student, but it is up to the student to enjoy it, apply it and learn from it, i.e. a tour guide can show the sites, but the tourist needs to enjoy it and learn and view it through their eyes.",1,3,4,NA,1,3,5,2,NA,27,1,NA,19,None,Survey went smoothly.,-0.031149674,-0.147779081,-0.613898131,-0.581991343,-0.045390962
340,2,sculptor,618,A3GJDP8RBLUWTT,1,"A college teacher is a professor, an expert in their field.  This can come through a degree or by real job experience.",A teacher shapes their students.  Or it could mean they process them as raw material into something unique.  Process potential perhaps,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,5,7,1,1,1,1,4,2,4,Teachers shape their students in their own image,100,0,1,100,92,4,NA,"I like this one because it emphasized the role students have in learning.  Not every college class is going to be interesting or even related to your major.  The teacher is excited about their topic.  They know their material well.  Some students are going to come through, take a few pictures, and leave.  Others will really be enthusiastic and ask questions and really get involved.  Like a tour guide, the teacher can scale to the tourists expectations.",1,3,6,NA,2,NA,4,1,I worked as a Supplemental Instructor for college math classes and I tutor Math and Programming on the side.,26,2,NA,50,NA,NA,-2.672603085,-2.598697913,-2.049698282,-2.982299885,-1.954019696
341,2,sculptor,774,A1EHEMAR534Z2N,1,"I think of college teachers as educated, knowledgeable, refined, sophisticated,  and cultured. They can also be a bit uptight and ridged.",A teacher uses their knowledge and background to influence the way students think about and perceive the topic they are teaching.,7,7,6,7,7,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,6,6,7,5,6,5,7,7,7,7,7,7,7,7,7,7,7,7,4,NA,69,30,1,100,90,2,NA,"in this metaphor, the teacher is creating all the conditions for the plant to grow but it's up to the plant to do the growing. a lot of factors are important in the gardening sun, water, fertilizer etc. a teacher has control over many factors that help students grow.",3,3,1,NA,3,3,3,2,NA,30,2,NA,0,no,no,0.905104934,1.228091826,0.536310195,1.019018519,1.336376944
342,2,sculptor,288,A3Q6ZAELMW0F6M,1,a hipster or an old man who knows everything. I imagine an English professor who wears fedoras inside and has way too much wax in a moustache that smells like pomade and menthol cigarettes. or I imagine an old guy who looks kind of like a wizard and was a heart surgeon in his home country.,anyone who teaches you something can teach you how to be something else. a teacher is like a sculptor in that a teacher can sculpt their students.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,no,48,48,1,46,48,4,NA,I thought it was funny because I'm in a geography class at the moment and I thought that made sense for my situation in more of a literal sense.,2,3,1,NA,2,NA,3,2,NA,20,2,NA,32,no,no,-0.710444581,-0.667807197,-0.287355998,-0.877877842,-0.395104022
343,2,sculptor,506,A204K1TEI89B6Z,1,A well dressed professor who makes minimal use of powerpoints and instead spends most of the time either lecturing behind a podium or writing the topics on a blackboard.,"College is a time of growth and change for students. Many students are lucky enough to find a good professor that changes their thinking and helps them become a new thinker. Therefore, professors sculpt students into adults, helping them develop their own ways of thinking.",6,6,5,6,7,6,6,6,5,6,6,7,6,7,7,6,6,7,3,4,7,6,7,3,6,5,6,2,2,2,3,6,6,7,5,6,7,7,6,5,6,7,4,4,NA,84,50,1,94,76,4,NA,"I believe that a teacher's job is to present their students with various ideas from a wide variety of perspectives, then the students decide for themselves which they believe in and which they will use to become their own person. Just like a tour guide showing a tourist new landmarks and facts, it is up to the tourists which facts they take in and make their own.",1,3,4,NA,2,NA,6,1,I spent a summer teaching English in Taiwan to a class of 3rd and 4th graders.,23,2,NA,50,No,No,0.517529558,0.743124304,-1.524349114,0.524870807,0.862569301
344,2,sculptor,553,ADRDBTYQP22S9,1,"College professors are smart, helpful, and have often have real world experience in their field. They can be a good post-graduate resource as well.",College professors are like sculptors because they form college students into smarter people oftentimes. Students are like clay because they allow the the teachers to sculpt them.,5,4,7,7,6,7,5,3,4,7,6,4,4,5,7,5,3,5,2,4,7,5,5,5,3,3,5,2,1,3,7,3,3,7,3,3,7,5,6,5,3,3,4,4,NA,100,85,1,95,96,1,NA,"I prefer it because it is relatable to everyone. Everyone can imagine this in their minds and it is pictured easily. This metaphor fits me because I was like clay when I got to school and my teachers molded me into a smart, successful engineer.",1,3,1,NA,1,1,5,2,NA,23,3,NA,75,no,no,-0.148131364,-0.034368138,-0.927634265,0.015852491,-0.612792585
345,2,sculptor,659,A2710NKXMQT3Z7,1,"A college teacher is a professional in their subject area. A college teacher is highly educated and professional, also conducting their own professional research.","College students have the tools to mold students into refined, educated, contributing members of society.",7,6,7,7,7,7,7,6,7,7,7,7,6,7,7,6,7,7,7,7,6,6,7,7,6,6,6,7,5,6,6,6,7,7,7,7,6,6,7,6,7,6,6,4,NA,84,33,1,95,86,3,NA,"Sure, a college teacher is responsible for exposing students to information, but college students must put in an equal amount of work.",2,2,1,NA,1,2,6,2,NA,24,1,NA,11,"I made a mistake on an attention check near the end of this survey. I pressed the wrong button for the ""Please select ___ for your answer"" and couldn't go back to change my answer. I hope that this won't affect the approval of my hit. I'm sorry for the inconvenience.",NA,1.073477628,0.83740057,0.638547278,1.028322906,1.027440369
346,2,sculptor,1129,A2EBY4GIGYA3QW,1,"Educated professors, smart specialized teachers, and involved, dedicated teachers. I feel like it takes more dedication then a grade school teacher since itâ€™s a specialized field the professor should be passionate about.","College teachers are compared to sculptors because they sculpt their students into better things, or a better form of themselves, like clay.",7,6,6,7,7,6,7,7,7,7,6,7,5,6,5,5,6,6,4,6,7,6,5,5,7,7,7,5,6,5,6,6,6,7,6,6,6,7,7,5,7,6,7,4,"No, detailed list.",80,31,1,90,75,2,NA,"This is my favorite metaphor because college teachers give students everything they need to flourish if theyâ€™re good teachers/gardeners and know what theyâ€™re doing, just like a bad teacher/gardener wouldnâ€™t give the students/plants everything they need, therefore producing an unhealthy flower, or failing student.",1,3,1,NA,2,NA,3,2,NA,24,3,NA,76,No,College teachers leave an everlasting impression on their students and mold the future generations.,0.667509408,0.207208715,0.480719402,0.740858688,1.170198452
347,2,sculptor,543,A2TXR9P9QQAGSH,1,I think of college teachers as being highly educated scholars who want to impart their knowledge to students.,"College teachers shape the minds of their young students, who are just beginning to branch out into the world. In this way, the teacher is like a studied sculptor and the students are like clay who have come to the teacher to be molded.",7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,5,7,7,7,7,4,5,5,7,3,7,7,7,7,6,7,6,7,7,7,4,NA,100,20,1,100,100,3,NA,"I like this one best because it gives the student and teacher mostly even power over education. The teacher may be a coach, but the athlete must put in a lot of work on their own, and must ultimately compete on their own. Teachers are there to help them along the way but not to control the journey. This fits in with my own college experiences because I have found my own interests that many of my teachers do not share, and yet all my teachers have some valuable knowledge to impart upon me.",2,3,1,NA,2,NA,3,2,NA,23,1,NA,0,No,N/A,1.281935921,0.723580253,0.185680015,1.590689848,0.312099808
348,2,sculptor,519,A6RNY7KXHBTUA,1,I think about someone who is an expert in their field. I think of someone who is dedicated to research and teaching.,I teacher helps mold a student's ideas and knowledge. He helps build the student in a way and puts his own impression on it.,7,6,6,7,6,5,5,6,6,6,6,7,6,7,7,5,6,6,4,3,4,4,2,5,4,3,4,5,3,4,4,4,5,5,6,6,6,3,7,6,6,6,7,4,no,85,21,1,85,86,4,NA,"I think a professor is only as impactful as an individual student will allow them to be. They are one of many teachers. They give their knowledge and offer their skillset they have developed over years. They put their own little touch on it that makes them unique. They give this to the student and offer them insight and guidance. However, it is still up to the student to partake in the guidance and listen properly.",1,3,1,NA,1,2,5,2,NA,27,2,NA,67,no,no,-1.32163445,0.74645601,-0.501521073,0.231693716,0.164006672
349,2,sculptor,474,A1M2QAIZCHO02O,1,Generally they are paid to do research first and teach second.  They seem to mostly not care if students pass or fail their class and sometimes do not even come to class themselves.,I think in high school that is true. In college it seems to be less about the students and more about the professor.,4,4,3,4,5,3,3,5,5,3,3,3,3,4,6,5,3,4,3,3,4,3,3,4,3,4,3,3,3,3,3,3,4,4,4,3,3,3,6,4,6,3,6,4,none,100,30,1,100,100,2,NA,"In the world of teaching, they teacher cannot do everything for the student.  A teacher needs to give the students the love and care they need to have them be able to grow on their own.  Teachers give the tools, but not the answers.",2,3,1,NA,1,5,6,1,I am a high school science teacher.,29,3,NA,60,None,None,-1.517478587,-0.405819472,-0.819869509,-1.357032032,-0.667002997
350,2,sculptor,425,A31MU6LZ7ZKJD7,1,College teachers are more mentors rather than teachers. I think the best college teachers teach by example.,I think this can be true but I also think that teachers bring out the best in students rather than every single student be clay and malleable.,5,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,5,7,6,5,6,6,6,6,7,7,7,7,7,7,3,7,7,7,4,I don't think so,100,51,1,100,80,3,NA,"I prefer this metaphor because athletes have the skills and talent already, but the coach puts them into position to succeed and bring out the best of their ability. I think that applies perfectly to college students.",1,3,1,NA,1,1,5,1,I've taught at several summer camps and have also worked as an Early PPCD teacher's assistant.,21,1,NA,15,None,Fun survey!,1.130310197,0.884742837,0.700639129,1.017028068,0.996930942
