Finished,worker,Q93,teacher_thoughts,memorycheck,favorite_metaphor,favorite_metaphor_5_TEXT,Metaphor_justify,gender_1,gender_2,gender_3,gender_4,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,college,College-longago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_1,condition,metaphor_think,teacresp,studresp,tvs,inflearn,infdevelop,metaphor_other,care,needs,gettoknow,stimulate,respect,authority,rules,expectations,communicate,holdattention,personable,community,knowotherstudents,support,teamwork,adapt,discussion,debate,question,confident,attchk4,GotPaid,pa2_nurterer,pa3_authority,pa1_communitybuilder,pa4_engagingcommunicator,pa5_stimulator
0,A331M75XYJA0BB,1,"A nice person that encourages learning, but sometimes is inconsistent with grading practices and can be a bit annoying to listen to in lecture sometimes.",1,4,NA,"I like this metaphor the most because I feel that most teachers are more hands-off with their students, so they show them the ropes like a tour guide, but then the students can pick and choose what they actually like and enjoy of the class like a tourist.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,I work as an SAT tutor.,20,2,NA,27,no,no,sculptor,It most likely means that the teacher has the ability to shape or mold a student's mind through the lessons that they teach.,90,65,1,94,93,No,5,4,5,5,6,6,6,6,4,4,5,5,5,4,6,2,5,6,6,6,4,1,-0.835892883,0.61047488,0.256898792,-0.471138132,0.742097289
0,A2MFK3HMGTN7S0,1,"Someone who helps you learn about life during your formidable years of your life. Some can be very good or bad, the great ones can have a profound impact on the rest of your life.",4,2,NA,Because with the proper care and technique the students can bloom into great students and human beings.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,5,1,Taught kids early literacy through library programing.,28,1,NA,6,no,no,tourguide,A college teacher can help people through life like a guide helps tourists in new unfamiliar places.,70,50,1,77,82,NA,5,6,3,4,3,5,2,2,5,5,4,5,3,6,2,4,6,5,5,5,4,1,-0.118301054,-1.398530536,-0.546526175,-0.156557841,0.063110763
0,A1ASA3IKEZSMWP,1,"A professor who is typically very knowledgable in a certain subject area, someone who is extremely smart",2,1,NA,"I like this one because it really encompasses how teachers model students and ""sculpt"" them into the people they become",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,19,2,NA,44,No,No,gardener,"It is because the college professor is responsible for helping the students grow and flourish, and they essentially ""water"" them with knowledge",80,20,1,83,41,No,7,7,5,7,6,7,2,3,6,6,3,3,3,7,3,7,3,1,6,3,4,1,1.219389897,-0.40819721,-0.440393636,-0.1767358,-1.402482559
0,A31NCG7UFNXRI1,1,"I think of a college teacher as someone who is responsible for teaching us their expertise. Someone who can communicate in an effective fashion, and handle grading in a fair manner.",2,2,NA,"I think this metaphor is most indicative of the relationship between students and teachers because of the fact that even though the gardener is responsible for watering the plant, and making sure it gets sunlight, the plant still has to grow on its own. Similarly, teachers can give students all the tools in the world, but they still have to want to learn and improve.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,22,2,NA,53,No,No,gardener,"Students and their intellect are like plants, they need careful tending to and cultivating to let allow growth. A teacher is the one who provides the students' intellect with the care it needs to grow much like a gardener.",89,29,1,79,91,Being willing to adapt and change their philosophy in order to improve.,6,6,3,6,7,5,7,6,7,6,6,6,4,6,6,4,6,6,6,6,4,1,-0.012764446,0.736486235,0.55877025,0.94016786,0.781892843
0,A34V3N0B4C3BMF,1,A college teacher is like a book. They are full of knowledge and information and experts in their field of study.,4,3,NA,"I prefer this metaphor to the others because I feel like teachers and students are equally responsible for a student's success. The other metaphors put too much responsibility on the teachers, while this one the responsibilities are equal. A team could have the greatest coach in the world, but if the athletes don't put in the work they won't be successful.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,25,1,NA,17,No,No,tourguide,A college teacher can be like a tour guide because the teacher is giving the students an overview of a specific field and the tourists are seeing the field for the first time much like how a tourist sees a new place for the first time.,100,50,1,100,100,n/a,6,5,6,7,7,7,4,4,7,7,7,7,6,5,5,3,5,5,5,7,4,1,0.008093687,0.521142869,0.45850034,1.62653513,0.176693762
0,AKWQ6PBXES4D7,1,An highly educated person imparting wisdom on the less educated. A person who researched their area expertise and tries to further its understanding.,3,2,NA,"A teacher is there to plant seeds of information, as well as give them the best environment to learn. Its up to the students to do the work and grow.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,29,1,NA,40,NA,NA,coach,College teachers lead their class and direct their students much like a coach would. Students are like athletes because they have to practice what they have been taught and perform.,80,85,2,85,75,Teachers give a path to improvement.,5,5,6,5,6,6,6,5,4,5,6,3,3,4,5,3,6,5,5,5,4,1,-0.384504408,0.289491074,-0.33087687,-0.249748549,0.46001383
0,A5OEVN7L3WB7J,1,Someone who has studied to achieve a masters degree. Generally more hands off in the teaching process.,3,2,NA,"Teachers are a major part of a students life starting very early, much like parents. Teachers spend most of their time with children so it becomes the responsibility of the teacher to help them grow and develop, and its the job of the student to absorb the knowledge that the teachers are trying to put in to them.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,23,2,NA,40,n/a,n/a,coach,a teacher can be like a coach in the sense that they must work with their students to get through complicated situations and to learn how to efficiently navigate them. They are helping guide their students to success just like a good coach would.,50,50,2,70,60,n/a,6,5,6,6,6,5,6,5,6,6,5,5,5,6,6,5,5,6,4,5,4,1,0.252254006,0.104264011,0.642269087,0.361486362,0.454421997
0,A2MISBKRBT4AUA,1,"I can visualize a science professor, dressed in a button-down shirt and khaki pants. The professor is male, and has a stern expression.",3,4,NA,"This shows that the teacher is the expert while the material and content may seem foreign to students. The word ""guide"" in the metaphor also denotes the importance of teachers actively participating in students' learning. The metaphor fits my ideal of a college professor, primarily because it demonstrates some level of understanding between teacher and student.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,Middle Eastern,2,NA,5,1,Substitute teaching at the high school level (9th-12th grade),22,2,NA,40,N/A,"Some of the metaphors I had heard before, but others I had not heard of",coach,The college teacher can serve as a mentor to students and guide them as opposed to merely assessing them.,60,90,2,100,61,Teacher serving as a mentor for students,5,1,5,1,5,6,4,6,4,1,5,1,1,1,4,5,1,1,1,4,4,1,-1.204201038,-0.179425382,-1.425769861,-1.68418809,-2.055968379
0,A16OSE7BWW945N,1,I imagine college professors to be very intelligent and well versed in the subject matter of their teaching.,4,2,NA,"Teachers plant the seeds of growth, but only in the right conditions may that student grow. Not all students can grow in the same teaching environment as some flourish and others wither away.",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,23,1,NA,10,No,NA,tourguide,Teachers take their students on a tour of a subject while the students are eager and willing to take it all in.,70,90,2,98,37,NA,5,5,4,7,5,6,7,4,7,7,7,7,3,7,5,3,7,3,3,7,4,1,-0.305149753,0.349388142,0.47791645,1.692771099,-0.33588673
0,A12PS3JOFNUGO3,1,They are knowledgeable and wise. They work hard and are usually late. They are very busy and are picky about titles,1,2,NA,I feel like it is a professors job to guide students and support them in their growth. To nurture their learning and help them to live a healthy balanced life.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,18,2,NA,49,no,this was interesting,sculptor,The teacher teaches impressionable students new things to expand their knowledge and shape the way they view the world or subjects involved in the class.,100,10,1,100,100,no,2,2,1,5,7,7,7,7,5,7,6,3,3,2,3,1,5,4,4,7,4,1,-2.395310151,1.407079853,-1.302022953,0.55635816,0.00942372
0,ASZODY8Y3JJQK,1,A college teacher is someone who goes the extra mile. I picture them as someone who wants to help young adults further their careers and excel in life.,1,3,NA,I prefer this because I see teachers as people who will give you the tools you need to succeed but it’s ultimately up to the student. Coaches teach athletes and want them to be great but it’s up to the athlete to work hard and put in the time to be great and be recognized.,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,3,2,NA,25,3,NA,93,None.,None. Thank you.,sculptor,A college teacher is like a sculptor because they are able to help their students and influence their choices.,64,44,1,91,95,NA,7,5,3,7,7,6,7,7,5,7,5,4,7,7,7,3,7,6,6,7,4,1,-0.21373707,1.264718588,1.085421233,0.495885704,1.084153175
0,A2JVODQZXCDPUC,1,"I think of an individual who is astute and has a degree in whatever class they are teaching in. Additionally, this individual has a knack for providing knowledge to a breadth of people.",4,4,NA,I believe it does a great job at giving information on how it's like in college. The sculptor metaphor didn't really hit home because students aren't necessarily like clay. The professor/teacher may be a sculptor to a certain degree but the metaphor doesn't strike me as a good one.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,24,2,NA,60,NA,NA,tourguide,"The tour guide has most of the questions available to the tourists that are visiting said locations. However, the tourists are the ones who are going to be asking the questions and not the tour guide.",30,70,2,80,60,NA,7,7,5,7,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,1,1.321326526,0.212523316,1.416055564,1.137757799,1.453421906
0,A1AYYDLZ60894L,1,"Most teachers are generally smart, but dont put too much into their teaching. I can understand it though, after teaching for so many years and having most students barely try it could wear on you.",4,2,NA,"If you put time and effort into making sure plants have the correct environment to grow, they will blossom. If just left out in the sun to grow, they will not grow as rapidly.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,25,2,NA,50,No,No,tourguide,"That sortof makes sence. The teacher knows the lay of the land and you dont, so that comes togrther to be accurate.",54,87,1,55,70,Not particularly,4,3,4,5,6,5,4,4,3,5,4,5,4,5,5,3,3,3,4,4,4,1,-1.086590603,-0.283076933,0.014632977,-0.91263695,-0.710675035
0,A2DRG09RZFU3M5,1,Someone with a PhD who has a fair amount of education. Typically they are older and have a vast amount of experience.,3,2,NA,"I prefer this metaphor, because it symbolizes that students grow over time with direction and care.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,I was a teacher's assistant during my master's year.,26,3,NA,70,NA,NA,coach,"A college teacher can be like a coach, because they are the leader and organize everything. The athletes work for a common goal.",65,85,2,80,40,NA,5,5,4,5,6,6,6,6,5,5,4,6,5,5,5,5,5,5,6,6,4,1,-0.157625569,0.633086711,0.262602184,-0.165592561,0.333417779
0,A3JP1ML10GUG9N,1,"Someone who is understanding of situations but also expects you to be and do your best. They want you to succeed, but sometimes you get professors who do not care at all.",3,2,NA,"I think this fits better for a teacher, because they are where the roots of knowledge come from. Students have to be able to continue to grow without them though.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,23,2,NA,70,No,No,coach,"A coach encourages and helps the athletes improve their skills, but the athletes are the ones who ultimately get the works done. Both a coach and teacher are the facilitators of the knowledge, while the athletes and students are the ones who apply this knowledge.",82,100,2,93,100,Teachers facilitate knowledge.,6,3,3,5,4,7,7,7,5,5,5,7,7,7,7,6,5,4,7,7,4,1,-0.234021578,0.928015719,1.311296651,0.034223541,0.223356612
0,A3EM9MIXNHEXOA,1,an eccentric individual who's passionate about a subject that they teach. they are deep thinkers and interested to learn.,3,2,NA,I think that teachers are providing knowledge for the students to nurture and grow like a plant.,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,5,1,I am an english tutor,22,2,NA,0,NA,NA,coach,The teacher is preparing the students with knowledge and helping them practice for the big game of life.,71,71,1,71,65,NA,6,5,7,5,6,6,6,6,7,6,6,6,7,6,7,7,5,5,6,5,5,1,0.671840888,0.475921739,1.192661542,0.683050478,0.396245526
0,A3G27PHS1RDQ63,1,Some college professors are awesome and some are terrible. You can see which professors care about their students and which ones dont really care who passes or fails they just have to teach .,3,4,NA,Teachers can show you the way and in return students need to listen and pay attention. if they want to learn more they can dive deeper or they can stay on the surface.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,23,1,NA,35,no,no,coach,This is kind of true. However I feel like coaches want their whole team to succeed. This isn't necessarily true with teachers. They dont care if you fail.,80,94,2,100,62,NA,5,2,3,5,4,5,6,5,6,3,3,3,4,3,5,5,5,4,3,5,4,1,-1.026733219,-0.194684466,-0.404305356,-0.58856447,-0.28820356
